reviewer_id,product_id,review_text,rating,verified_purchase,review_count,days_since_joined,helpful_votes,is_fake
user_4304,biz_120,"Today at around 3:30 PM, i walked into this store where they were about 10 partons in the store. One of the clerks said \""""Hi, hows it going today\"""", i said 'fine, but i'm about to get busy'. He notices my recently rescued puppy sitting in my car. He then yells out that he can see the heat rising over my dog's head, then this clerk says he (or someone) is going to break out my car windows\""""??? I replied 'that i'm going to break you\"""" and some other words if he does that. By then i'm angry, or maybe embarrassed, since my car windows were down ...and i had a friend in the car with her, as well, and i'm only in that store for maybe 5 minutes. I'm angry because this is the 2nd time this clerk has made a comment that's pretty hostile about my dog, so this time i wanted to talk to him about h",1.0,True,22,637,22,0
user_9625,biz_154,"Jimmie's has two things going for it: Size and selection.  This place is huge.  There are all sorts of seats in the building.  I can't imagine it ever being full (but I'm sure it probably is at those popular times).  The selection is pretty wide as well.\n\nThey might have had a third advantage as well, but they are probably losing ground here: First mover status.  Jimmie's may have been the first \""""real\"""" restaurant in the area.  Now there is Don Juan's, the new Rock Store location, a couple of fast food joints - and these are the ones right here, not to mention some others within easy driving distance.\n\nAs to the food?  So-so.  If that.\n\nI had a Irish Eggs Benedict for breakfast.  Or maybe Irish Benedict.  I don't remember what it was called.  But instead of Canadian Bacon it was C",1.0,True,129,2216,2,0
user_3551,biz_077,"We walked in and the guy behind the counter was...not rude but not friendly either. We decided want we wanted to order and as we got our soda from the fountain machine I noticed some ants roaming around. We sat ourselves down and I noticed that most of the tables had not been wiped down, parmesan cheese and crust crumbs were left as a warning that we chose to ignore. We ordered a small (14 inch) pizza, half pepperoni and sausage and the other half with some peppers and 2 other toppings and our two sodas and the total was $23 and some change. I'm sorry but it was such a waste of money. That pizza was bland, greasy, soulless.... As I was eating it my friend pointed out that I had grease running down the length of my arm. \nThe only reason we finished the pizza is because we didn't want to wa",1.0,True,61,956,32,0
user_9846,biz_196,"The food here is rather decent Northern Chinese style. Their beef/pork pancake, fried leek dumplings are quite authentic as I originally was from that part of the region in China. Service are exceptional from the manager if you happen to speak mandarin. Decent portion and reasonable price. We almost visit them once a week even I live in Glendale which is around 1 hour's drive to Tempe.",2.0,False,116,1368,76,0
user_6908,biz_189,Very fancy french restaurant food costly service was very good had waiters checking up constantly view is spectacular u get to see the bellagio water show if u ballon and with a lady check this great spot out,2.0,True,40,2776,73,0
user_2185,biz_072,"Don't waste your time. I came here mid afternoon to be greeted by an entirely empty restaurant. That should have been my first sign, however, I was in a rush and also in the mood for sushi, so I settled. \n\nAfter having wandered over their meager beer menu three or four times I settled for something cheap...they don't carry local brews. Upon receiving my drink I ordered appetizers, two for one the waitress told me, and two sushi rolls on top of that. By the time my first appetizer was delivered, the waitress told me that their sushi chef hadn't come to work that day so the sushi I'd ordered a good quarter of an hour ago wasn't happening.\n\nI settled with the two appetizers and when asked for the check, which I also waited ages for, the waitress had forgot to mark my appetizers two for on",1.0,True,46,322,38,0
user_9289,biz_164,"All Subway foods probably taste the same- the main difference is service. Some Subways are incredibly slow, some places are dirty, etc.  What got me at this one was that the person making the sandwich put the lid for one of the food troughs on top of the plastic that separates the food from the customer, and it slid off and landed on the floor where customers walk in.  On my way out I picked it up and handed it to the person and she PUT IT RIGHT ON THE FOOD!  I will not be returning to this Subway.",1.0,True,100,2332,6,0
user_5583,biz_011,"Wow I didn't review this place? Ok so here's the deal. Pure is one of those places where it's the $100 handshake. Yes. I've heard many complaints as far as line status goes. Or you can stand and pay the 30 dollar cover and walk around the beautiful club like I guess all the commoners. My first experience with Pure was looking at the line and saying...\""""aww hell NO\"""". After a night of laughing with Carlos Mencia...then here? I'd rather not be in line. Fortunately Chopper was there from Towbin dodge. So he walked right up to walk me and my party in. Well they were dicks those security....yelling at us to finish the drinks and don't go in or throw them out....Yea. Don't yell at me. You never know who you're gonna piss off. So half the party went in, the other half...didn't. So table service",1.0,True,11,184,17,0
bot_1941,biz_178,Outstanding quality! Best mattress on the market! Absolutely love it!!!!,5.0,False,2,14,0,1
bot_5023,biz_169,This watch changed my life! Perfect in every way! Five stars!!!,5.0,False,1,9,0,1
user_4608,biz_030,"I've eaten in once and gotten delivery once from Thai Pod and both times the service, or rather severe lack thereof let this place down.\n\nThe food, to their credit, was fabulous, but waiting over an hour (both sitting in & delivery) for it to arrive really just isn't good enough. And yes, we waited over an hour for our STARTERS when we sat in.... which meant the entire dining experience took about 3 hours from start to finish.... Thanks but no thanks to dining here again.",1.0,True,284,212,23,0
bot_3762,biz_179,This is THE product everyone needs! Perfect! Amazing! Incredible! BUY NOW!,5.0,False,2,17,0,1
bot_4318,biz_091,I am so happy with this coffee maker! Perfect condition! Super fast delivery!!!,5.0,False,1,7,0,1
user_2993,biz_137,"This was a wonderful establishment- one day I went by and there was a sign on the door saying the ice machine had broken and a part was on the way. A few days later, the store was empty. Sad to see it go.",2.0,False,104,2489,12,0
bot_9149,biz_130,This mattress is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,4,6,0,1
user_9513,biz_018,"I consider myself a pretty patient person for the most part. However, that flew out the window in this situation. I needed to get my car wash and I heard good things about this place, so I decided to try it. I pulled up and there was 3 choices to choose from and I wanted to know the difference between \""""the works\"""" and \""""the vip\"""" since there was a $6 difference in price. The guy literally said, \"""" your dashboard is shiny\"""" I laughed and he said he was serious. oookkkkkkk weird. So then I said I really want my car vacuumed and trash cleaned out and asked which one I should get and that I was willing to pay extra.. he said \""""the works\"""" is fine because as you can see on the sign it says vacuum. RUDE. \nSo I got my car and it was shiny and smelled nice but there was still trash and i",1.0,True,83,207,7,0
user_5668,biz_161,"Whatever Einstein Bros. serves, it is not a bagel.  Bagels are boiled, and Einstein serves up a round, puffy, baked roll with a hole in the middle.  No boiling involved, since that is time-consuming, i.e., expensive, and creates real bagels with a chewy consistency.\n\nYou might like their rolls, but they really shouldn't call them bagels.",1.0,True,148,1578,72,0
user_4273,biz_101,"I took my Highlander to get washed and shampooed today. They did an amazing job inside and out! I couldn't be happier. They even brought me out to the car to inspect it when it was done. I dealt with Curtis, who was very kind and helpful. Thanks. I will definitely be back and refer others.",2.0,True,187,89,52,0
user_2969,biz_177,"Dear God. Perfection. Not a misstep in a two-hour dinner. \n\nBread basket.\nPolenta.\nMushrooms.\nPini (I think that's what it was called? Crazy pasta with lobster and chili pesto)\nCod.\n\nThe service was smooth and personable without being phony. The view of Bellagio was phenomenal. Scott Conant, you are my hero.",2.0,False,73,2277,48,0
user_7296,biz_092,"I stayed at the Wynn for four nights last week.  It was my first and last time staying at this hotel.  First off, it is a very beautiful and classy place with an awesome buffet.  However I think all this disguises the underlying problems this hotel has: convenience and a quiet night's stay.\n\nI go to Vegas often and have stayed at many different hotels on the strip including Encore.  Checking-in never took longer than 5 minutes at the other hotels except at the Wynn which took 40 minutes.  Yeah, ok it was busy but Vegas always is when there's a convention in town which is basically every day.\n\nThe first night what I thought was the TI pirate show turned out to be the window panes hitting each other because of the wind.  Keep in mind it was not that windy.  It was more so just breezy.  I",1.0,True,87,834,62,0
user_3653,biz_052,"I have never met a clubhouse manager as rude as here at Johnson ranch.   I understand you dont make the rules dude, but we are still paying $280 for a round of golf for my family and I should be treated with kindness and respect, not contempt.   Don't expect any of your family or friends to be able to accompany you on a round to watch. This is the first course in hundreds where my disabled wife was required to pay a green fee for a round of gold just to ride along in the cart as a passenger.  Unbelievable.    I will not be back.  They do have a pretty back nine, but I couldn't enjoy it after being treated so rudely.",1.0,True,119,408,31,0
user_1764,biz_144,"The food here tasted good, albeit rather pricey. We ordered sliders, salmon, and short rib and you'd expect small portions but we surprisingly left very full. My only complaint is that the restaurant seemed really dim the night I was there. Other than that, it's a really good place to go in Vegas if you're looking for a nice restaurant without the obscene cost found in a lot of the other places.",2.0,False,277,241,16,0
user_8207,biz_190,Great cup o joe - want to try the crepes next time...,2.0,True,65,400,28,0
user_7101,biz_068,"HIGHLY ENTERTAINING sport! I shall miss them so much! As a lifetime hockey fan I say FOR SHAME on Las Vegas for losing this incredible, worthy team and sport, even for just 'one year'. That is usually lingo for ADIOS permanently by the way. As a native of Denver who lived there 57 years, I have seen 'temporary hiatuses' before. It means the 'Goodbye forever' kiss of death. Good help! I enjoyed the seating which was always excellent and the quality of hockey for the buck too. Orleans Arena is comparable to the old DU Arena at U of Denver, and was adequate for minor league hockey. It wasn't the NHL but it was SUPER for Vegas!",2.0,True,21,2230,29,0
user_6945,biz_017,"Boy oh Boy I wish I would have looked at the review before going in this afternoon.  What a waste of time.  My sister and I probably passed three sales people and not one greeted us.  Its not like they were busy, the place was empty, seriously other than my sister and I there was one older gentleman.  I guess we didn't look the part.   I was hoping to find some great furniture (gotta an entire house to fill) but no luck, just over priced pieces that look of poor quality.  For the prices they charge I would rather go to Thomasville or Ethan Allan, at least they offer better quality, more variety and they don't ignore customers.",1.0,True,91,2802,33,0
user_7415,biz_045,"This place is absolutely wonderful! I have 3 boys 19, 12,and 8 they each have a unique style. Jaime is amazing he brings out a manly man look in my oldest, keeps  sharp fade on my 2ns son and a cute playful fohawk on my baby. He does one of a kind cuts with a straight razor,  not only is extremely talented but very friendly not a cookie cutter pace. Kim does my hair and she is amazing  there is nothing this lady can not do. I had my lashes hair and makeup don for an event and I was told how good I looked all night! They take time to find out what you want talk to you to understand what look your going for. My boys hair cuts are $20. and mine changes on what I am getting done. They offer snacks, drinks, every one is super friendly I tell all my friends and family how wonderful this place is",2.0,True,29,2552,61,0
bot_3077,biz_170,Absolutely wonderful watch! The BEST on the market! Buy it today!!,5.0,False,3,19,0,1
user_3059,biz_060,Love them. Better than filibertos. Also love their homemade lemonade.\nTheir carne asada burrito is one of the better ones I've ever had. The meat isn't dry like other places.,2.0,True,260,937,49,0
user_6953,biz_163,"Our table received two cold breakfasts after a 45 minute wait and a hot order of chicken fingers. The chicken strips were tiny, the plate was 95% fries. Mediocre food but the waitress was great. She got one of the cold breakfasts taken off the bill for us as well.",1.0,True,113,1504,39,0
user_3769,biz_137,"Okay, I'm absolutely, positively, well and truly DONE with this place. Last night (Wednesday) we had arranged with friends to meet there for dinner at 6:45pm. When we got there (6:45pm) there was a CLOSED sign in the window -- AGAIN! I've mentioned the ridiculous business hours before - such as taking Sunday off to celebrate the fact that it comes after Saturday etc. It seems that they have all new business hours, and what I read has permanently lost them four customers.\n\nClosed Monday and Tuesday (?!) Wednesday open 11am-3pm (!?) Thursday open 11am-8pm. That's basically as far as I bothered to read.\n\nThis restaurant can go to hell - that's the third time I've arrived at a completely appropriate time of the evening only to have the place inexplicably closed.  I don't care about the rec",1.0,True,16,2867,58,0
user_5018,biz_008,"This restaurant is very vegan friendly. Both times Ive eaten here the owner and the server gave me a tour of the buffet and explicitly pointed out the items which were meat and dairy free. They also made naan without butter for me. My girlfriend enjoyed all of the dishes she sampled and they were not all vegan. It os also important to mention that the quality of the food was really nice and the buffet had lots of steam pouring fron it, which indicates to me that health standards are important.  I will eat here again.",2.0,False,42,427,55,0
bot_3761,biz_141,Super super great vacuum! Best seller! Number one! Perfect perfect!,5.0,False,4,2,0,1
user_6478,biz_114,I had great ice cream here with some very yummy nuts to mix in. The prices are a little on the high side for what you get but the flavor and texture of the ice cream was great. Good selection and fun concept to watch. It is worth it if you are in the area but probably not for a trip out of the way.,2.0,True,178,89,48,0
user_5922,biz_107,"So I've been going to Einstein Bros bagels for YEARS and have generally had what I would call \""""4 star\"""" experiences.  The restaurants are always clean, the service prompt and friendly and the bagels (I almost always get a tasty turkey on a toasted everything bagel).\n\nYesterday, I dropped into this location hungry & ready for my usual.  The restaurant was PACKED, no biggie, I've seen this before, these guys are bagel slingin pros and will make short work of this line....\n\nSo, I step up to the order counter, look into the case & notice they're running low on some varieties but have what I'm looking for.  I order and make my way to the register.  This is where I notice they're set up kinda backwards.  You enter the queue on the left of the store, order and move to the right to pay.  Th",1.0,True,52,330,79,0
bot_6542,biz_106,Outstanding quality! Best vacuum on the market! Absolutely love it!!!!,5.0,False,1,5,0,1
user_5225,biz_110,"My brother's family and I had out of town guests. Had my mom, my nephew and his wife in town and tickets to Hale theatre, wanted something we hadn't tried before. 2 hours til showtime, perfect timing and able to beat the crowd. Not! First to arrive,  long line after us and took well over an hour to get our food. Cheese steak was amazing but not worth that wait. I've seen food leave Hell's Kitchen faster. Kept saying \""""5 minutes\"""", c'mon. Brought my brother's families food, we watched them eat. Then brought my nephew and his wife's food, we watched them eat. Then brought me and my Mom's food, had to scarf it to make the curtain call. Too bad, doubt we'll give them another shot. Go next door, saw lots of people walking by with their pizza boxes. Those customer's looked happy.",1.0,False,128,131,39,0
user_6745,biz_088,"My second visit last night - the atmosphere is really nice inside (on the outside, it seems shady). We got the crabmeat spring rolls, deep-fried hard boiled egg with tomato chilli sambal, and the ever-famous pad thai. \n\nThe crabmeat spring rolls were okay (there were two). But the deep-fried hard boiled egg (2 eggs actually) with tomato chilli sambal was DELICIOUS! Everything about that dish makes me want to eat it again and again.\n\nThe ever-famous pad thai was very good too. They don't dump a lot peanuts on top like other restaurants do. The portion size is really big too, I even got some left-overs for today!",2.0,True,161,1278,35,0
user_3296,biz_075,"I have been to Village Inn three times. My first visit was for breakfast. It was horrible. The place is clean, and everyone is friendly but the food is dreadful. Not as bad as Denny's, so if you compare the two, Village Inn scores higher. The next time I went it was strictly for pie and coffee. The pie was okay. Coffee was hideous, but I expected that. Its no wonder they give you the whole pot, why not, its just brown dishwater. They claim some superiority on the pie front, but so does Marie Callendar's and neither thrill me. At this point, had I stopped I could have given the place 3 stars. I am always a glutton for punishment. I went for a late night bite. I don't know why old people eat at these kinds of places. They are not really cheap, and with limited time, why waste any moment eati",1.0,True,216,73,36,0
user_9398,biz_173,Great Mexican food!,2.0,True,94,1272,9,0
bot_1039,biz_026,This is THE product everyone needs! Perfect! Amazing! Incredible! BUY NOW!,5.0,False,1,24,0,1
bot_7761,biz_149,GREAT product arrived fast works perfect love it would buy again 5 stars!,5.0,False,1,16,0,1
user_1941,biz_155,"Our dog was attacked by another dog and our usual vet was closed.  Thank God for places like this.  The staff was nice and the vet was extremely attentive to our dog and to us.  The vet and the staff took the time to update us on her status and walk us through what we needed to do for her recovery.  I love my vet, but I definitely recommend this place for emergencies or after hour visits.",2.0,True,272,2591,63,0
user_6521,biz_045,"Started with a $10 margarita with little to no tequila in it. My husband, son and I ordered three different dishes, only to be told they were out of all three!  We re-ordered. My husband had the beef, I had the pork and both of us thought they were overpriced and flavorless.  I couldn't find my \""""grilled  vegetables\"""" as the portion was hidden under the meat and teeny.  It consisted of one small slice (1 inch diameter) of yellow squash, 1 smaller slice of onion and two tinier slices of something else I couldn't identify. 1/8 c.., max. The meat was tough--needed to have been marinated or at least cooked in the sauce in order to pick up the flavor.\nVery disappointing.",1.0,True,147,499,8,0
user_4732,biz_172,"Had a reservation for a large party on Sunday afternoon for lunch - had 5 tables which were served by individual waiters. Had to wait a very long time (about 30 min) before the waiter came by to take our drink order, ordered food at the same time. \n\nDidn't see the waiter again until the food came, got a vegetable frittata which was very undersized for what it cost ($11) but did have good flavor and was gluten free as noted on their menu. \n\nNever saw the waiter again until bill time, and I had wanted a second drink. At that point, every single person at the other tables had paid and started leaving before our waiter even came back to give us our bills. Worst part - I was automatically charged an 18% tip for terrible service. \n\nWhile i understand that waitstaff should be fairly compens",1.0,False,42,1554,21,0
user_3315,biz_163,Always a friendly place with great food and drink. A bit expensive for my personal tastes but a great place for business.  Will be back the next time I am up in Scottsdale!,2.0,False,152,137,4,0
bot_2609,biz_193,Love this vacuum so much! Perfect perfect perfect! Five stars always!,5.0,False,3,6,0,1
user_5432,biz_178,"I was so excited to order from here, due to the (mostly) positive reviews. Boy, was I disappointed! First of all, we ordered for delivery tonight, on New Year's Eve. Hey, I get it; NYE is a busy holiday for restaurants, so it's not like I expect a 30 minute delivery time. But when an hour and a half passed without our food, we called to check in. They told us, \""""Sorry, we only have one delivery driver for more than 30 orders.\"""" Um... ok? Why, when you know it's a holiday, would you not staff more drivers? So that was ridiculous right off the bat. Then, our food arrived (about an hour and 45 minutes after we ordered), and I would have forgiven the long wait had the food been amazing (or even good!). Sadly, this was not the case. I ordered the children's chicken fried rice for my kids, and",1.0,True,259,2859,41,0
bot_1679,biz_040,I am so happy with this headphones! Perfect condition! Super fast delivery!!!,5.0,False,2,10,0,1
user_1709,biz_171,So we decided to give this place a try since we live near by. We ordered the mixed salad platter which had way too much garlic and lemon. Also ordered some shish kabob which was way overcooked and was like rubber. Leaving aggravated and unhappy I would have to say that I would not be coming back here again.,1.0,True,59,2399,50,0
user_9536,biz_018,The first thing that irked is the nickel and diming of the chips and salsa. Not cool. Ya I get it that everyone isn't a fatty like my girlfriend and I are when it comes to chips and salsa. That's fine. For the people who love chips and salsa like us though charging extra for more chips and salsa is BS. The main reason why it makes no sense is because they are the only restaurant doing that. The outside of the restaurant isn't very appealing but once you are in it isn't too bad. I was not a fan of the tables and how crammed they have you with everyone else in the restaurant. They have been around forever.  Invest in some booths. The food is what is giving this restaurant high reviews and I agree with that. The food was good. The different salsas and green chili were good. This restaurant ha,1.0,True,177,2779,13,0
user_1033,biz_084,"I chose Marrakech for my official birthday dinner because I wanted a combination of  dining and entertainment. It's a pre fix menu which may turn off some people but I didn't mind because I saw this as a dining experience. When you walk in It's like your transported into a an exotic tent. The rich colors and music set the mood. When you are seated you are greeted with someone who will rinse your hands with aromatic rose water. The beautiful fragrance lasts long after the meal. \n\nThe first course is the Shrimp Scampi that comes in a lemon, garlic , and white wine sauce. It is accompanied by some fresh bread that you can dip in the sauce. I don't typically like to eat up all of the Scampi sauce because I think it is a little thick but this one is perfect for dipping and not too heavy. \n\n",2.0,True,104,966,36,0
user_7891,biz_050,"Went here for the first time with Anthony M and Tien the other day. Gotta say, I am not used to authentic Korean establishments. Having said that, this place is pretty awesome.\n\nIt's a little brighter than I feel it should be. The booths provide intimacy, not that intimacy was needed for me, Anthony and Tien. Just saying, if you're in a date type of scenario, the privacy would be welcomed. But the high walls also have a drawback in my book. It's a bitznitch to flag down a server for any assistance if you aren't sitting at the edge of the booths. And you do have to flag down the staff if you want anything here. The guys tell me that might be typical of Korean culture. So maybe they get a pass for that here? The high walls also prevent you from enjoying the view to take in the ambience. I ",2.0,True,21,500,64,0
bot_4938,biz_125,I am so happy with this watch! Perfect condition! Super fast delivery!!!,5.0,False,4,6,0,1
user_2237,biz_175,"So, everyone and their grandmas been talking about this place, I had to tske my family here to try it out. Nice layout. Love thw chalk board special.  :)\nSo, Ummmm yeah. Phenomenal breakfast!!!!!!!!!!!!!!!!!! My cheese veggie omelet was amazing, I asked for jalape\u00f1o in it whooo. It was bombbb. the hashbrown was crispy yet soft. I loved my meal :))\n\nThe waffles were delicious :)) oh, and the wheat bread, it was thick and so filling.. It came with strawberry jam. \n\nService wise. We had literally five people helping us.lolz. when we needed napkins or more water, we didn't know who to go to. \n\nAnyways. I'll be coming back. :)",2.0,False,173,2176,34,0
bot_8947,biz_062,This coffee maker is simply OUTSTANDING! Better than I ever imagined!! 5 stars!,5.0,False,1,16,0,1
bot_8707,biz_181,I am so happy with this vacuum! Perfect condition! Super fast delivery!!!,5.0,False,4,24,0,1
user_9916,biz_127,"I really like Haus Murhpy's.  A little taste of Germany in the middle of downtown historic Glendale.  The huge homemade soft pretzel with mustard is a must have for an appetizer.  Great German beer choices.  They serve a wheat beer with no hops.  Being allergic to hops, it's nice to have that option.  They have several schnitzels to choose from and the saurbraten is greatt.  Everything on the menu is tasty.  You have to try the sauerkraut chocolate cake for dessert.  The sauerkraut makes it so moist.  Trust me.   \n\nThis is comfort food.  You wont' find much in the way of diet foods here.  If that's what you're looking for, then you'll have to go elsewhere.  There are no gluten free items on the menu as far as I know.\n\nOtherwise, I think you'll love it.  Quaint and homey.",2.0,True,236,644,72,0
bot_6466,biz_111,Incredible mattress! I love love love it! Best purchase EVER!!!,5.0,False,4,8,0,1
user_2066,biz_054,"I don't love pretentious places but I can handle it if it's backed up some serious skills. Every time I have gone to 21st St Coffee, I've always been put off by the staff and most recently, was not even impressed by the coffee (which, given how amazing Intelligentsia is, is really disappointing). You can get a tremendous pour-over at Commonplace Voluto or a dynamite italian-style espresso at La Prima around the corner. In a city filled with great coffee options, there's literally no reason to go here.",1.0,True,256,420,9,0
user_2530,biz_128,I took my wife's car here after being referred here by dealership.  not only did they treat me with professionalism but they treated me like family.  Vehicle fixed quicker then expected. could not even see the repair.  \ncouple months later daughter had accident with her car.  took her car here without a second thought.  They made her car look better then what she started off with.  All I can say is Wow.  and thank you.,2.0,False,15,1041,74,0
user_4722,biz_104,"Last Sunday, I drove down to this store all the way from another part of the area, since my local Edible Arrangements was already closed for the day. It took 30 minutes to get there. I chose to go to this location in Mint Hill because the website said they closed at 3:00pm that day. We arrived at 2:00pm on the nose, and sure enough, the store was completely closed, no sign on the door (like, be back soon, out for delivery), nothing. I emailed corporate headquarters over this and got no response. I will never again order or purchase anything from Edible Arrangements.",1.0,True,237,2261,74,0
user_1909,biz_078,"Hip new salon in the heart of Scottsdale. Great finishes throughout with all the amenities you come to expect from a salon that was designed by its owners who combined, have over thirty years industry experience. You won't be disappointed....",2.0,True,245,778,45,0
user_6423,biz_071,"Great place to eat breakfast!  The staff are very pleasant, and the weather is still nice enough to sit on their well-shaded patio.  I had the combo breakfast, and it was yummy.",2.0,True,108,435,67,0
user_4152,biz_076,"Don't go.  The BBQ is nasty.  Overcooked and not flavorful at all.  The service sucks.  And its expensive for what you get.  Plus, they ripped off Rudy's slogan (\""""I didn't claw my way to the top of the food chain to eat vegetables\"""") - a place that actually makes good BBQ!  Their version of the slogan is lame - \""""I didn't climb to the top of the food chain to become a vegetarian.\""""  Their food is lame, too.",1.0,False,78,1824,49,0
user_6173,biz_058,"It's fine for a quick meal, but not someplace I would seek out.\n\nCollege students will like it.  It is cheap, hot and there is a variety, but it is nothing special.",1.0,True,260,2495,70,0
user_2064,biz_195,"Over-the-top cheesy entertainment, drunken tourists acting foolish, 80's rock music, and accompanying videos? All served alongside a comprehensive bourbon list including several cocktails and an ironic list of available Bartles and Jaymes wine coolers? Yes please!\n\nTake this place for what it is--a spoof of an 80's music bar in homage to Rock of Ages, the show playing at the Venetian--and don't get too serious about it. You'll probably have a good time.",2.0,True,96,1415,14,0
bot_6692,biz_089,Outstanding quality! Best product on the market! Absolutely love it!!!!,5.0,False,2,8,0,1
user_8937,biz_081,"Took my Grandma here for her birthday, and blew the Bellagio buffet out of the water! All of us had been to the Bellagio last year and even though we still love that buffet, we all agreed this one wins. Great spread, and cheaper by $8. Plus they got realky creative with their presentation",2.0,True,241,1555,55,0
user_3438,biz_090,its sam woo.. u know what ur getting,2.0,True,121,1417,23,0
bot_9318,biz_007,This purchase changed my life! Perfect in every way! Five stars!!!,5.0,False,1,21,0,1
user_8170,biz_093,"Klassische Pizzeria mit klassischer Speisekarte. Rucasalat mit gehobeltem Parmesan 6 EUR, Spaghetti Aglio Olio 8 EUR. Man kann drau\u00dfen an der Stra\u00dfe ganz nett sitzen, drinnen ist's seit mindestens 20 Jahren weitgehend unver\u00e4ndert und immer noch altmodisch rustikal. Bedienung manchmal etwas knurrig. Pasta leider nicht al dente. Schmeckt aber ganz ordentlich.",1.0,True,77,2309,48,0
user_1882,biz_124,"I deliberated over where to celebrate my birthday dinner and I knew seafood was in order. Especially with the limited fresh options in Phoenix, Pappadeaux's was calling my name. I'd been here once before and really enjoyed it and appreciate how flavorful the creole-inspired dishes are!\n\nWe had the crispy fried alligator and shrimp and crawfish fondeaux to start. After living on the Gulf Coast, the alligator was not a \""""shock\"""" to me as it is to some people and it was fun and tasty. The fondeaux was rich and yummy! \n\nA brief flashback to my first Pappadeaux experience reminded me not to fill up too much on apps, since I ended up taking up most of my entree home. I did not listen to that little voice. We ordered our entrees -- Gulf Coast Redfish Pontchartrain for me and Pasta Mardi Gra",2.0,True,250,1434,19,0
